59,unfolded protein binding//phosphopantetheine binding//heat shock protein binding,primary,59,FBGN0020129-MONOMER
60,ORF,primary,60,FBGN0033166-MONOMER
61,ATP binding//methyltransferase activity,primary,61,FBGN0032873-MONOMER
62,GTPase activity,primary,62,FBGN0053158-MONOMER
63,superoxide dismutase activity,primary,63,FBGN0010213-MONOMER
64,transmembrane transporter activity,primary,64,FBGN0030620-MONOMER
65,ORF,primary,65,FBGN0030583-MONOMER
66,galactosyltransferase activity,primary,66,FBGN0033315-MONOMER
67,ORF,primary,67,FBGN0052221-MONOMER
68,ORF,primary,68,FBGN0016792-MONOMER
69,sequence-specific DNA binding//DNA binding//signal transducer activity//transcription factor activity,primary,69,FBGN0003513-MONOMER
70,long-chain-fatty-acid-CoA ligase activity,primary,70,FBGN0039156-MONOMER
71,ORF,primary,71,FBGN0024361-MONOMER
72,zinc ion binding//nucleic acid binding,primary,72,FBGN0053213-MONOMER
73,protein tyrosine kinase activity//ATP binding//protein binding,primary,73,FBGN0003501-MONOMER
74,ORF,primary,74,FBGN0052365-MONOMER
75,ORF,primary,75,FBGN0015585-MONOMER
76,pepsin A activity,primary,76,FBGN0032049-MONOMER
77,ORF,primary,77,FBGN0037110-MONOMER
78,ORF,primary,78,FBGN0051246-MONOMER
79,calmodulin binding,primary,79,FBGN0015804-MONOMER
80,ORF,primary,80,FBGN0052651-MONOMER
81,nucleoside diphosphate kinase activity,primary,81,FBGN0028997-MONOMER
82,ORF,primary,82,FBGN0033364-MONOMER
83,DNA binding,primary,83,FBGN0024968-MONOMER
84,guanylate kinase activity,primary,84,FBGN0034590-MONOMER
85,voltage-gated sodium channel activity,primary,85,FBGN0003036-MONOMER
86,NADH dehydrogenase activity,primary,86,FBGN0031505-MONOMER
87,receptor binding,primary,87,FBGN0030163-MONOMER
88,glycine transmembrane transporter activity,primary,88,FBGN0031934-MONOMER
89,N4-(beta-N-acetylglucosaminyl)-L-asparaginase activity,primary,89,FBGN0033431-MONOMER
90,ORF,primary,90,FBGN0036872-MONOMER
91,L-malate dehydrogenase activity,primary,91,FBGN0036328-MONOMER
92,structural constituent of ribosome,primary,92,FBGN0032050-MONOMER
93,DNA binding//zinc ion binding//nucleic acid binding,primary,93,FBGN0037751-MONOMER
94,[pyruvate dehydrogenase (lipoamide)] phosphatase regulator activity,primary,94,FBGN0029706-MONOMER
95,ion channel activity,primary,95,FBGN0002917-MONOMER
96,ORF,primary,96,FBGN0031134-MONOMER
97,"mannosyl-oligosaccharide 1,2-alpha-mannosidase activity",primary,97,FBGN0023511-MONOMER
98,ceramidase activity,primary,98,FBGN0039774-MONOMER
99,binding,primary,99,FBGN0032664-MONOMER
100,ORF,primary,100,FBGN0004034-MONOMER
101,membrane dipeptidase activity,primary,101,FBGN0259819-MONOMER
102,ORF,primary,102,FBGN0035816-MONOMER
103,ORF,primary,103,FBGN0029700-MONOMER
104,"nucleotide binding//translation repressor activity, nucleic acid binding//mRNA binding//translation regulator activity",primary,104,FBGN0011666-MONOMER
105,taste receptor activity,primary,105,FBGN0045478-MONOMER
106,ORF,primary,106,FBGN0030241-MONOMER
107,protein binding//zinc ion binding//nucleic acid binding,primary,107,FBGN0036621-MONOMER
108,nicotinic acetylcholine-activated cation-selective channel activity,primary,108,FBGN0022999-MONOMER
109,ORF,primary,109,FBGN0036305-MONOMER
110,ORF,primary,110,FBGN0051706-MONOMER
111,ubiquinol-cytochrome-c reductase activity,primary,111,FBGN0039576-MONOMER
112,uridine kinase activity,primary,112,FBGN0022709-MONOMER
113,ORF,primary,113,FBGN0085209-MONOMER
114,serine-type endopeptidase inhibitor activity,primary,114,FBGN0033778-MONOMER
115,ORF,primary,115,FBGN0033713-MONOMER
116,"endoribonuclease activity, producing 5'-phosphomonoesters",primary,116,FBGN0028426-MONOMER
117,transcription corepressor activity,primary,117,FBGN0030788-MONOMER
118,calcium ion binding,primary,118,FBGN0035539-MONOMER
119,transcription repressor activity//mRNA binding//zinc ion binding//nucleic acid binding,primary,119,FBGN0003575-MONOMER
120,ORF,primary,120,FBGN0034122-MONOMER
121,protein binding,primary,121,FBGN0036044-MONOMER
122,protein transmembrane transporter activity,primary,122,FBGN0024889-MONOMER
123,ORF,primary,123,FBGN0031950-MONOMER
124,actin binding,primary,124,FBGN0052030-MONOMER
125,ORF,primary,125,FBGN0027586-MONOMER
126,RNA polymerase II transcription factor activity//zinc ion binding//nucleic acid binding,primary,126,FBGN0004892-MONOMER
127,protein binding//cAMP-dependent protein kinase regulator activity,primary,127,FBGN0022382-MONOMER
128,ORF,primary,128,FBGN0085466-MONOMER
129,microtubule binding,primary,129,FBGN0028902-MONOMER
130,ORF,primary,130,FBGN0046834-MONOMER
131,ORF,primary,131,FBGN0036118-MONOMER
132,ORF,primary,132,FBGN0035384-MONOMER
133,ORF,primary,133,FBGN0034011-MONOMER
134,zinc ion binding,primary,134,FBGN0052830-MONOMER
135,tricarboxylate secondary active transmembrane transporter activity//binding//transmembrane transporter activity,primary,135,FBGN0040383-MONOMER
136,acid phosphatase activity,primary,136,FBGN0038157-MONOMER
137,structural constituent of ribosome,primary,137,FBGN0017546-MONOMER
138,ORF,primary,138,FBGN0030410-MONOMER
139,water channel activity,primary,139,FBGN0034883-MONOMER
140,monosaccharide transmembrane transporter activity,primary,140,FBGN0053281-MONOMER
141,ORF,primary,141,FBGN0085680-MONOMER
142,ORF,primary,142,FBGN0029858-MONOMER
143,ORF,primary,143,FBGN0038321-MONOMER
144,unfolded protein binding,primary,144,FBGN0039869-MONOMER
145,ORF,primary,145,FBGN0037908-MONOMER
146,DNA binding,primary,146,FBGN0031947-MONOMER
147,hormone activity//sugar binding//binding//galactose binding,primary,147,FBGN0015583-MONOMER
148,inositol or phosphatidylinositol phosphatase activity,primary,148,FBGN0036273-MONOMER
149,ORF,primary,149,FBGN0030451-MONOMER
150,ORF,primary,150,FBGN0052100-MONOMER
151,chromatin binding,primary,151,FBGN0015022-MONOMER
152,GTPase activity,primary,152,FBGN0001122-MONOMER
153,ORF,primary,153,FBGN0031265-MONOMER
154,guanylate kinase activity,primary,154,FBGN0050021-MONOMER
155,N-acetylglucosamine-6-sulfatase activity,primary,155,FBGN0040271-MONOMER
156,ORF,primary,156,FBGN0250838-MONOMER
157,structural constituent of ribosome,primary,157,FBGN0032053-MONOMER
158,endopeptidase activity//threonine endopeptidase activity,primary,158,FBGN0017557-MONOMER
159,binding,primary,159,FBGN0051989-MONOMER
160,calcium ion binding,primary,160,FBGN0031850-MONOMER
161,ORF,primary,161,FBGN0040354-MONOMER
162,structural constituent of ribosome,primary,162,FBGN0033208-MONOMER
163,"electron carrier activity//electron transporter, transferring electrons from CoQH2-cytochrome c reductase complex and cytochrome c oxidase complex activity//iron ion binding//heme binding",primary,163,FBGN0000409-MONOMER
164,cathepsin B activity,primary,164,FBGN0030521-MONOMER
165,metalloendopeptidase activity,primary,165,FBGN0062267-MONOMER
166,mRNA binding,primary,166,FBGN0030235-MONOMER
167,protein binding,primary,167,FBGN0015773-MONOMER
168,ORF,primary,168,FBGN0039059-MONOMER
169,ORF,primary,169,FBGN0040928-MONOMER
170,ubiquitin-protein ligase activity,primary,170,FBGN0036558-MONOMER
171,actin binding,primary,171,FBGN0053556-MONOMER
172,ORF,primary,172,FBGN0037764-MONOMER
173,ferrous iron binding//oxidoreductase activity//ferric iron binding,primary,173,FBGN0015222-MONOMER
174,serine-type peptidase activity,primary,174,FBGN0051780-MONOMER
175,ORF,primary,175,FBGN0040296-MONOMER
176,electron carrier activity//very-long-chain-acyl-CoA dehydrogenase activity//FAD binding,primary,176,FBGN0034432-MONOMER
177,amino acid transmembrane transporter activity,primary,177,FBGN0039487-MONOMER
178,Rab GTPase activator activity//Rho guanyl-nucleotide exchange factor activity,primary,178,FBGN0052580-MONOMER
179,gap junction channel activity,primary,179,FBGN0028373-MONOMER
180,nucleoside-triphosphatase activity,primary,180,FBGN0020633-MONOMER
181,microtubule binding//protein binding,primary,181,FBGN0033156-MONOMER
182,ORF,primary,182,FBGN0085654-MONOMER
183,sulfotransferase activity,primary,183,FBGN0034887-MONOMER
184,ORF,primary,184,FBGN0036155-MONOMER
185,ORF,primary,185,FBGN0085308-MONOMER
186,ORF,primary,186,FBGN0054000-MONOMER
187,deoxyhypusine monooxygenase activity,primary,187,FBGN0011013-MONOMER
188,serine-type endopeptidase inhibitor activity,primary,188,FBGN0051704-MONOMER
189,protein binding,primary,189,FBGN0051304-MONOMER
190,structural constituent of ribosome,primary,190,FBGN0011272-MONOMER
191,ORF,primary,191,FBGN0259703-MONOMER
192,ORF,primary,192,FBGN0036860-MONOMER
193,cytoskeletal protein binding//structural constituent of muscle//zinc ion binding//calcium ion binding,primary,193,FBGN0033739-MONOMER
194,ORF,primary,194,FBGN0085238-MONOMER
195,transcription factor activity//zinc ion binding,primary,195,FBGN0036672-MONOMER
196,"peptidase activity//hydrolase activity, hydrolyzing O-glycosyl compounds",primary,196,FBGN0033720-MONOMER
197,ORF,primary,197,FBGN0034050-MONOMER
198,ORF,primary,198,FBGN0031746-MONOMER
199,ORF,primary,199,FBGN0040905-MONOMER
200,ORF,primary,200,FBGN0085318-MONOMER
201,actin binding,primary,201,FBGN0000630-MONOMER
202,binding,primary,202,FBGN0032744-MONOMER
203,metal ion transmembrane transporter activity,primary,203,FBGN0033097-MONOMER
204,ORF,primary,204,FBGN0050169-MONOMER
205,ORF,primary,205,FBGN0259726-MONOMER
206,ORF,primary,206,FBGN0029745-MONOMER
207,ORF,primary,207,FBGN0035891-MONOMER
208,ORF,primary,208,FBGN0031971-MONOMER
209,zinc ion binding,primary,209,FBGN0033569-MONOMER
210,phosphopantetheine binding,primary,210,FBGN0036374-MONOMER
211,ORF,primary,211,FBGN0086704-MONOMER
212,ORF,primary,212,FBGN0032334-MONOMER
213,ORF,primary,213,FBGN0053687-MONOMER
214,alcohol dehydrogenase activity,primary,214,FBGN0042137-MONOMER
215,ORF,primary,215,FBGN0030098-MONOMER
216,DNA binding,primary,216,FBGN0051618-MONOMER
217,signal transducer activity//protein binding,primary,217,FBGN0028717-MONOMER
218,transcription factor activity,primary,218,FBGN0011276-MONOMER
219,S-adenosylmethionine-dependent methyltransferase activity,primary,219,FBGN0035247-MONOMER
220,"oxidoreductase activity, acting on paired donors, with oxidation of a pair of donors resulting in the reduction of molecular oxygen to two molecules of water//heme binding//iron ion binding",primary,220,FBGN0032603-MONOMER
221,ATPase activity,primary,221,FBGN0032450-MONOMER
222,juvenile-hormone esterase activity,primary,222,FBGN0010052-MONOMER
223,ORF,primary,223,FBGN0034700-MONOMER
224,ORF,primary,224,FBGN0013576-MONOMER
225,ORF,primary,225,FBGN0083946-MONOMER
226,ORF,primary,226,FBGN0085703-MONOMER
227,ORF,primary,227,FBGN0085580-MONOMER
228,ORF,primary,228,FBGN0029692-MONOMER
229,ORF,primary,229,FBGN0053012-MONOMER
230,tryptophan 5-monooxygenase activity,primary,230,FBGN0001208-MONOMER
231,protein disulfide isomerase activity,primary,231,FBGN0037498-MONOMER
232,DNA binding,primary,232,FBGN0053899-MONOMER
233,poly(rC) binding,primary,233,FBGN0014362-MONOMER
234,ORF,primary,234,FBGN0035282-MONOMER
235,polynucleotide adenylyltransferase activity,primary,235,FBGN0037369-MONOMER
236,3'-phosphoadenosine 5'-phosphosulfate transmembrane transporter activity,primary,236,FBGN0036695-MONOMER
237,zinc ion binding,primary,237,FBGN0039816-MONOMER
238,ORF,primary,238,FBGN0051288-MONOMER
239,chymotrypsin activity,primary,239,FBGN0038003-MONOMER
240,trypsin activity,primary,240,FBGN0034666-MONOMER
241,microtubule binding,primary,241,FBGN0051057-MONOMER
242,phosphoribosylaminoimidazole carboxylase activity,primary,242,FBGN0032437-MONOMER
243,structural constituent of cytoskeleton,primary,243,FBGN0031675-MONOMER
244,ORF,primary,244,FBGN0034631-MONOMER
245,calcium ion binding,primary,245,FBGN0037358-MONOMER
246,ORF,primary,246,FBGN0259699-MONOMER
247,rRNA (uridine-2'-O-)-methyltransferase activity,primary,247,FBGN0038471-MONOMER
248,ORF,primary,248,FBGN0052821-MONOMER
249,protein binding,primary,249,FBGN0041604-MONOMER
250,"hydrogen-exporting ATPase activity, phosphorylative mechanism",primary,250,FBGN0013355-MONOMER
251,structural constituent of ribosome,primary,251,FBGN0002593-MONOMER
252,ORF,primary,252,FBGN0027103-MONOMER
253,ORF,primary,253,FBGN0037061-MONOMER
254,serine-type endopeptidase inhibitor activity,primary,254,FBGN0028983-MONOMER
255,triacylglycerol lipase activity,primary,255,FBGN0051872-MONOMER
256,ORF,primary,256,FBGN0036610-MONOMER
257,ORF,primary,257,FBGN0037765-MONOMER
258,somatostatin receptor activity//G-protein coupled receptor activity//allatostatin receptor activity//neuropeptide receptor activity,primary,258,FBGN0036789-MONOMER
259,ORF,primary,259,FBGN0085188-MONOMER
260,ORF,primary,260,FBGN0058203-MONOMER
261,protein binding,primary,261,FBGN0026192-MONOMER
262,ORF,primary,262,FBGN0053475-MONOMER
263,poly-pyrimidine tract binding//nucleotide binding//mRNA binding,primary,263,FBGN0004227-MONOMER
264,ORF,primary,264,FBGN0029892-MONOMER
265,structural constituent of chitin-based cuticle,primary,265,FBGN0035279-MONOMER
266,ORF,primary,266,FBGN0036292-MONOMER
267,nucleic acid binding,primary,267,FBGN0033092-MONOMER
268,serine-type endopeptidase inhibitor activity,primary,268,FBGN0051515-MONOMER
269,SH2 domain binding,primary,269,FBGN0060298-MONOMER
270,"cation binding//hydrolase activity, hydrolyzing O-glycosyl compounds",primary,270,FBGN0036659-MONOMER
271,ORF,primary,271,FBGN0036771-MONOMER
272,elastase activity,primary,272,FBGN0039777-MONOMER
273,protein kinase activity//ATP binding,primary,273,FBGN0038827-MONOMER
274,ORF,primary,274,FBGN0085723-MONOMER
275,receptor binding,primary,275,FBGN0050281-MONOMER
276,ORF,primary,276,FBGN0033864-MONOMER
277,procollagen-proline 4-dioxygenase activity,primary,277,FBGN0085374-MONOMER
278,ORF,primary,278,FBGN0069919-MONOMER
279,Ras GTPase activator activity,primary,279,FBGN0004390-MONOMER
280,ORF,primary,280,FBGN0259196-MONOMER
281,tRNA-pseudouridine synthase activity,primary,281,FBGN0004914-MONOMER
282,DNA binding,primary,282,FBGN0023172-MONOMER
283,ORF,primary,283,FBGN0035475-MONOMER
284,serine-type endopeptidase activity,primary,284,FBGN0051217-MONOMER
285,binding,primary,285,FBGN0038462-MONOMER
286,hexokinase activity,primary,286,FBGN0022395-MONOMER
287,microtubule binding,primary,287,FBGN0034957-MONOMER
288,ATP-dependent helicase activity,primary,288,FBGN0040290-MONOMER
289,ORF,primary,289,FBGN0067622-MONOMER
290,protein serine/threonine kinase activity,primary,290,FBGN0003744-MONOMER
291,transcription factor activity,primary,291,FBGN0051367-MONOMER
292,ORF,primary,292,FBGN0036286-MONOMER
293,calmodulin binding//sequence-specific DNA binding//DNA binding//RNA polymerase II transcription factor activity//transcription factor activity//protein homodimerization activity,primary,293,FBGN0259234-MONOMER
294,ORF,primary,294,FBGN0031317-MONOMER
295,ORF,primary,295,FBGN0031875-MONOMER
296,ORF,primary,296,FBGN0032004-MONOMER
297,pyrimidodiazepine synthase activity,primary,297,FBGN0086348-MONOMER
298,ORF,primary,298,FBGN0050038-MONOMER
299,ORF,primary,299,FBGN0052511-MONOMER
300,nucleic acid binding//endonuclease activity,primary,300,FBGN0039593-MONOMER
301,ORF,primary,301,FBGN0034504-MONOMER
302,endodeoxyribonuclease activity//nucleic acid binding,primary,302,FBGN0051682-MONOMER
303,ORF,primary,303,FBGN0050464-MONOMER
304,GTPase activity,primary,304,FBGN0005586-MONOMER
305,ORF,primary,305,FBGN0259232-MONOMER
306,"binding//oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor",primary,306,FBGN0038946-MONOMER
307,transcription regulator activity,primary,307,FBGN0035295-MONOMER
308,electron carrier activity//heme binding//fatty acid (omega-1)-hydroxylase activity//iron ion binding,primary,308,FBGN0013772-MONOMER
309,ORF,primary,309,FBGN0051846-MONOMER
310,sodium:potassium-exchanging ATPase activity,primary,310,FBGN0032946-MONOMER
311,ORF,primary,311,FBGN0050416-MONOMER
312,ORF,primary,312,FBGN0083960-MONOMER
313,zinc ion binding//nucleic acid binding,primary,313,FBGN0030659-MONOMER
314,"mannosyl-oligosaccharide 1,2-alpha-mannosidase activity",primary,314,FBGN0032480-MONOMER
315,ORF,primary,315,FBGN0035429-MONOMER
316,[acyl-carrier-protein] S-malonyltransferase activity,primary,316,FBGN0036691-MONOMER
317,transcription repressor activity//DNA binding,primary,317,FBGN0032741-MONOMER
318,ORF,primary,318,FBGN0034506-MONOMER
319,ORF,primary,319,FBGN0052733-MONOMER
320,lipoprotein binding,primary,320,FBGN0001253-MONOMER
321,ORF,primary,321,FBGN0085640-MONOMER
322,protein binding,primary,322,FBGN0039503-MONOMER
323,ORF,primary,323,FBGN0051551-MONOMER
324,protein binding,primary,324,FBGN0030869-MONOMER
325,ORF,primary,325,FBGN0033819-MONOMER
326,alpha-methylacyl-CoA racemase activity,primary,326,FBGN0032881-MONOMER
327,ORF,primary,327,FBGN0051816-MONOMER
328,"inositol-1,4-bisphosphate 1-phosphatase activity",primary,328,FBGN0016672-MONOMER
329,odorant binding,primary,329,FBGN0046879-MONOMER
330,ORF,primary,330,FBGN0011668-MONOMER
331,glutathione transferase activity,primary,331,FBGN0063491-MONOMER
332,[methionine synthase]-cob(I)alamin,primary,332,METHIONINE-SYNTHASE-COBALAMIN
333,ATP-dependent RNA helicase activity,primary,333,FBGN0010220-MONOMER
334,DNA binding,primary,334,FBGN0053879-MONOMER
335,ORF,primary,335,FBGN0051281-MONOMER
336,nucleotide binding//mRNA binding//RNA binding//zinc ion binding//nucleic acid binding,primary,336,FBGN0011640-MONOMER
337,dihydropyrimidinase activity,primary,337,FBGN0023023-MONOMER
338,structural constituent of pupal chitin-based cuticle//structural constituent of chitin-based cuticle,primary,338,FBGN0003046-MONOMER
339,ORF,primary,339,FBGN0039642-MONOMER
340,electron carrier activity//heme binding//monooxygenase activity//iron ion binding,primary,340,FBGN0041337-MONOMER
341,ORF,primary,341,FBGN0039638-MONOMER
342,ORF,primary,342,FBGN0035932-MONOMER
343,ORF,primary,343,FBGN0003086-MONOMER
344,structural constituent of chitin-based cuticle//structural constituent of chitin-based larval cuticle,primary,344,FBGN0035510-MONOMER
345,zinc ion binding,primary,345,FBGN0039740-MONOMER
346,ORF,primary,346,FBGN0035033-MONOMER
347,ORF,primary,347,FBGN0051125-MONOMER
348,ORF,primary,348,FBGN0035921-MONOMER
349,zinc ion binding//nucleic acid binding,primary,349,FBGN0052772-MONOMER
350,secondary active organic cation transmembrane transporter activity,primary,350,FBGN0035645-MONOMER
351,ORF,primary,351,FBGN0040364-MONOMER
352,phosphoribosylformylglycinamidine synthase activity,primary,352,FBGN0000052-MONOMER
353,metallopeptidase activity//dipeptidyl-peptidase and tripeptidyl-peptidase activity,primary,353,FBGN0000453-MONOMER
354,ORF,primary,354,FBGN0030191-MONOMER
355,pyroglutamyl-peptidase II activity,primary,355,FBGN0030223-MONOMER
356,ORF,primary,356,FBGN0085612-MONOMER
357,taste receptor activity,primary,357,FBGN0041249-MONOMER
358,aspartate-ammonia ligase activity,primary,358,FBGN0024505-MONOMER
359,endopeptidase activity//threonine endopeptidase activity,primary,359,FBGN0029134-MONOMER
360,ORF,primary,360,FBGN0085605-MONOMER
361,ORF,primary,361,FBGN0038011-MONOMER
362,ORF,primary,362,FBGN0085353-MONOMER
363,calcium ion binding,primary,363,FBGN0037798-MONOMER
364,ORF,primary,364,FBGN0030160-MONOMER
365,ORF,primary,365,FBGN0034152-MONOMER
366,ORF,primary,366,FBGN0033153-MONOMER
367,ORF,primary,367,FBGN0029930-MONOMER
368,epoxide hydrolase activity,primary,368,FBGN0034405-MONOMER
369,N-acetyltransferase activity,primary,369,FBGN0032668-MONOMER
370,ORF,primary,370,FBGN0035399-MONOMER
371,structural constituent of ribosome,primary,371,FBGN0017579-MONOMER
372,HNK-1 sulfotransferase activity,primary,372,FBGN0031697-MONOMER
373,neuronal pentraxin receptor activity,primary,373,FBGN0024897-MONOMER
374,ORF,primary,374,FBGN0039070-MONOMER
375,DNA binding,primary,375,FBGN0069093-MONOMER
376,kinesin-associated mitochondrial adaptor activity//protein binding,primary,376,FBGN0022201-MONOMER
377,nucleic acid binding,primary,377,FBGN0039735-MONOMER
378,tyrosine-tRNA ligase activity,primary,378,FBGN0027080-MONOMER
379,arylformamidase activity,primary,379,FBGN0001305-MONOMER
380,ORF,primary,380,FBGN0039804-MONOMER
381,ORF,primary,381,FBGN0037648-MONOMER
382,ORF,primary,382,FBGN0052320-MONOMER
383,"sequence-specific DNA binding//transforming growth factor beta receptor, pathway-specific cytoplasmic mediator activity//DNA binding//specific transcriptional repressor activity//protein binding//RNA polymerase II transcription factor activity//transcription factor activity",primary,383,FBGN0011648-MONOMER
384,DNA binding//peptidase activity,primary,384,FBGN0050043-MONOMER
385,ORF,primary,385,FBGN0035858-MONOMER
386,mRNA binding,primary,386,FBGN0024183-MONOMER
387,serine-type endopeptidase activity,primary,387,FBGN0051205-MONOMER
388,flavin-linked sulfhydryl oxidase activity,primary,388,FBGN0038919-MONOMER
389,phosphogluconate dehydrogenase (decarboxylating) activity,primary,389,FBGN0043456-MONOMER
390,heme oxygenase (decyclizing) activity,primary,390,FBGN0037933-MONOMER
391,"transferase activity, transferring groups other than amino-acyl groups",primary,391,FBGN0030148-MONOMER
392,Rab GTPase activator activity,primary,392,FBGN0031690-MONOMER
393,tetracycline:hydrogen antiporter activity,primary,393,FBGN0037003-MONOMER
394,sodium:potassium-exchanging ATPase activity,primary,394,FBGN0015776-MONOMER
395,ORF,primary,395,FBGN0038647-MONOMER
396,ORF,primary,396,FBGN0031379-MONOMER
397,NAD+ kinase activity,primary,397,FBGN0033373-MONOMER
398,ORF,primary,398,FBGN0036052-MONOMER
399,serine-type endopeptidase inhibitor activity,primary,399,FBGN0063923-MONOMER
400,acyltransferase activity,primary,400,FBGN0053337-MONOMER
401,ORF,primary,401,FBGN0040913-MONOMER
402,ORF,primary,402,FBGN0085233-MONOMER
403,ORF,primary,403,FBGN0030492-MONOMER
404,ORF,primary,404,FBGN0052263-MONOMER
405,ORF,primary,405,FBGN0034803-MONOMER
406,protein kinase activity,primary,406,FBGN0024179-MONOMER
407,sodium channel activity,primary,407,FBGN0051065-MONOMER
408,GTPase activity,primary,408,FBGN0083940-MONOMER
409,GTPase activity,primary,409,FBGN0001105-MONOMER
410,nucleotide binding//mRNA binding//nucleic acid binding,primary,410,FBGN0001215-MONOMER
411,ORF,primary,411,FBGN0033781-MONOMER
412,signal peptide peptidase activity,primary,412,FBGN0031260-MONOMER
413,ORF,primary,413,FBGN0054006-MONOMER
414,oxidoreductase activity//iron ion binding,primary,414,FBGN0034103-MONOMER
415,diacylglycerol-activated phospholipid-dependent protein kinase C inhibitor activity//protein domain specific binding,primary,415,FBGN0020238-MONOMER
416,single-stranded DNA binding,primary,416,FBGN0016667-MONOMER
417,ubiquitin thiolesterase activity,primary,417,FBGN0039025-MONOMER
418,protein binding,primary,418,FBGN0033408-MONOMER
419,ORF,primary,419,FBGN0069938-MONOMER
420,protein serine/threonine kinase activity,primary,420,FBGN0033773-MONOMER
421,protein binding,primary,421,FBGN0024832-MONOMER
422,translation initiation factor activity,primary,422,FBGN0037994-MONOMER
423,endopeptidase inhibitor activity//protein binding//eukaryotic cell surface binding,primary,423,FBGN0020240-MONOMER
424,protein serine/threonine kinase activity,primary,424,FBGN0086736-MONOMER
425,ORF,primary,425,FBGN0033767-MONOMER
426,ORF,primary,426,FBGN0052043-MONOMER
427,ionotropic glutamate receptor activity,primary,427,FBGN0040849-MONOMER
428,anion exchanger activity,primary,428,FBGN0259111-MONOMER
429,ORF,primary,429,FBGN0034614-MONOMER
430,cytochrome-c oxidase activity,primary,430,FBGN0050093-MONOMER
431,dihydrolipoyl dehydrogenase activity,primary,431,FBGN0036762-MONOMER
432,ORF,primary,432,FBGN0031945-MONOMER
