222,FBGN0010052-MONOMER,juvenile-hormone esterase activity
223,FBGN0034700-MONOMER,ORF
224,FBGN0013576-MONOMER,ORF
225,FBGN0083946-MONOMER,ORF
226,FBGN0085703-MONOMER,ORF
227,FBGN0085580-MONOMER,ORF
228,FBGN0029692-MONOMER,ORF
229,FBGN0053012-MONOMER,ORF
230,FBGN0001208-MONOMER,tryptophan 5-monooxygenase activity
231,FBGN0037498-MONOMER,protein disulfide isomerase activity
232,FBGN0053899-MONOMER,DNA binding
233,FBGN0014362-MONOMER,poly(rC) binding
234,FBGN0035282-MONOMER,ORF
235,FBGN0037369-MONOMER,polynucleotide adenylyltransferase activity
236,FBGN0036695-MONOMER,3'-phosphoadenosine 5'-phosphosulfate transmembrane transporter activity
237,FBGN0039816-MONOMER,zinc ion binding
238,FBGN0051288-MONOMER,ORF
239,FBGN0038003-MONOMER,chymotrypsin activity
240,FBGN0034666-MONOMER,trypsin activity
241,FBGN0051057-MONOMER,microtubule binding
242,FBGN0032437-MONOMER,phosphoribosylaminoimidazole carboxylase activity
243,FBGN0031675-MONOMER,structural constituent of cytoskeleton
244,FBGN0034631-MONOMER,ORF
245,FBGN0037358-MONOMER,calcium ion binding
246,FBGN0259699-MONOMER,ORF
247,FBGN0038471-MONOMER,rRNA (uridine-2'-O-)-methyltransferase activity
248,FBGN0052821-MONOMER,ORF
249,FBGN0041604-MONOMER,protein binding
250,FBGN0013355-MONOMER,"hydrogen-exporting ATPase activity, phosphorylative mechanism"
251,FBGN0002593-MONOMER,structural constituent of ribosome
252,FBGN0027103-MONOMER,ORF
253,FBGN0037061-MONOMER,ORF
254,FBGN0028983-MONOMER,serine-type endopeptidase inhibitor activity
255,FBGN0051872-MONOMER,triacylglycerol lipase activity
256,FBGN0036610-MONOMER,ORF
257,FBGN0037765-MONOMER,ORF
258,FBGN0036789-MONOMER,somatostatin receptor activity//G-protein coupled receptor activity//allatostatin receptor activity//neuropeptide receptor activity
259,FBGN0085188-MONOMER,ORF
260,FBGN0058203-MONOMER,ORF
261,FBGN0026192-MONOMER,protein binding
262,FBGN0053475-MONOMER,ORF
263,FBGN0004227-MONOMER,poly-pyrimidine tract binding//nucleotide binding//mRNA binding
264,FBGN0029892-MONOMER,ORF
265,FBGN0035279-MONOMER,structural constituent of chitin-based cuticle
266,FBGN0036292-MONOMER,ORF
267,FBGN0033092-MONOMER,nucleic acid binding
268,FBGN0051515-MONOMER,serine-type endopeptidase inhibitor activity
269,FBGN0060298-MONOMER,SH2 domain binding
270,FBGN0036659-MONOMER,"cation binding//hydrolase activity, hydrolyzing O-glycosyl compounds"
271,FBGN0036771-MONOMER,ORF
272,FBGN0039777-MONOMER,elastase activity
273,FBGN0038827-MONOMER,protein kinase activity//ATP binding
274,FBGN0085723-MONOMER,ORF
275,FBGN0050281-MONOMER,receptor binding
276,FBGN0033864-MONOMER,ORF
277,FBGN0085374-MONOMER,procollagen-proline 4-dioxygenase activity
278,FBGN0069919-MONOMER,ORF
279,FBGN0004390-MONOMER,Ras GTPase activator activity
280,FBGN0259196-MONOMER,ORF
281,FBGN0004914-MONOMER,tRNA-pseudouridine synthase activity
282,FBGN0023172-MONOMER,DNA binding
283,FBGN0035475-MONOMER,ORF
284,FBGN0051217-MONOMER,serine-type endopeptidase activity
285,FBGN0038462-MONOMER,binding
286,FBGN0022395-MONOMER,hexokinase activity
287,FBGN0034957-MONOMER,microtubule binding
288,FBGN0040290-MONOMER,ATP-dependent helicase activity
289,FBGN0067622-MONOMER,ORF
290,FBGN0003744-MONOMER,protein serine/threonine kinase activity
291,FBGN0051367-MONOMER,transcription factor activity
292,FBGN0036286-MONOMER,ORF
293,FBGN0259234-MONOMER,calmodulin binding//sequence-specific DNA binding//DNA binding//RNA polymerase II transcription factor activity//transcription factor activity//protein homodimerization activity
294,FBGN0031317-MONOMER,ORF
295,FBGN0031875-MONOMER,ORF
296,FBGN0032004-MONOMER,ORF
297,FBGN0086348-MONOMER,pyrimidodiazepine synthase activity
298,FBGN0050038-MONOMER,ORF
299,FBGN0052511-MONOMER,ORF
300,FBGN0039593-MONOMER,nucleic acid binding//endonuclease activity
301,FBGN0034504-MONOMER,ORF
302,FBGN0051682-MONOMER,endodeoxyribonuclease activity//nucleic acid binding
303,FBGN0050464-MONOMER,ORF
304,FBGN0005586-MONOMER,GTPase activity
305,FBGN0259232-MONOMER,ORF
306,FBGN0038946-MONOMER,"binding//oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor"
307,FBGN0035295-MONOMER,transcription regulator activity
308,FBGN0013772-MONOMER,electron carrier activity//heme binding//fatty acid (omega-1)-hydroxylase activity//iron ion binding
309,FBGN0051846-MONOMER,ORF
310,FBGN0032946-MONOMER,sodium:potassium-exchanging ATPase activity
311,FBGN0050416-MONOMER,ORF
312,FBGN0083960-MONOMER,ORF
313,FBGN0030659-MONOMER,zinc ion binding//nucleic acid binding
314,FBGN0032480-MONOMER,"mannosyl-oligosaccharide 1,2-alpha-mannosidase activity"
315,FBGN0035429-MONOMER,ORF
316,FBGN0036691-MONOMER,[acyl-carrier-protein] S-malonyltransferase activity
317,FBGN0032741-MONOMER,transcription repressor activity//DNA binding
318,FBGN0034506-MONOMER,ORF
319,FBGN0052733-MONOMER,ORF
320,FBGN0001253-MONOMER,lipoprotein binding
321,FBGN0085640-MONOMER,ORF
322,FBGN0039503-MONOMER,protein binding
323,FBGN0051551-MONOMER,ORF
324,FBGN0030869-MONOMER,protein binding
325,FBGN0033819-MONOMER,ORF
326,FBGN0032881-MONOMER,alpha-methylacyl-CoA racemase activity
327,FBGN0051816-MONOMER,ORF
328,FBGN0016672-MONOMER,"inositol-1,4-bisphosphate 1-phosphatase activity"
329,FBGN0046879-MONOMER,odorant binding
330,FBGN0011668-MONOMER,ORF
331,FBGN0063491-MONOMER,glutathione transferase activity
332,METHIONINE-SYNTHASE-COBALAMIN,[methionine synthase]-cob(I)alamin
333,FBGN0010220-MONOMER,ATP-dependent RNA helicase activity
334,FBGN0053879-MONOMER,DNA binding
335,FBGN0051281-MONOMER,ORF
336,FBGN0011640-MONOMER,nucleotide binding//mRNA binding//RNA binding//zinc ion binding//nucleic acid binding
337,FBGN0023023-MONOMER,dihydropyrimidinase activity
338,FBGN0003046-MONOMER,structural constituent of pupal chitin-based cuticle//structural constituent of chitin-based cuticle
339,FBGN0039642-MONOMER,ORF
340,FBGN0041337-MONOMER,electron carrier activity//heme binding//monooxygenase activity//iron ion binding
341,FBGN0039638-MONOMER,ORF
342,FBGN0035932-MONOMER,ORF
343,FBGN0003086-MONOMER,ORF
344,FBGN0035510-MONOMER,structural constituent of chitin-based cuticle//structural constituent of chitin-based larval cuticle
345,FBGN0039740-MONOMER,zinc ion binding
346,FBGN0035033-MONOMER,ORF
347,FBGN0051125-MONOMER,ORF
348,FBGN0035921-MONOMER,ORF
349,FBGN0052772-MONOMER,zinc ion binding//nucleic acid binding
350,FBGN0035645-MONOMER,secondary active organic cation transmembrane transporter activity
351,FBGN0040364-MONOMER,ORF
352,FBGN0000052-MONOMER,phosphoribosylformylglycinamidine synthase activity
353,FBGN0000453-MONOMER,metallopeptidase activity//dipeptidyl-peptidase and tripeptidyl-peptidase activity
354,FBGN0030191-MONOMER,ORF
355,FBGN0030223-MONOMER,pyroglutamyl-peptidase II activity
356,FBGN0085612-MONOMER,ORF
357,FBGN0041249-MONOMER,taste receptor activity
358,FBGN0024505-MONOMER,aspartate-ammonia ligase activity
359,FBGN0029134-MONOMER,endopeptidase activity//threonine endopeptidase activity
360,FBGN0085605-MONOMER,ORF
361,FBGN0038011-MONOMER,ORF
362,FBGN0085353-MONOMER,ORF
363,FBGN0037798-MONOMER,calcium ion binding
364,FBGN0030160-MONOMER,ORF
365,FBGN0034152-MONOMER,ORF
366,FBGN0033153-MONOMER,ORF
367,FBGN0029930-MONOMER,ORF
368,FBGN0034405-MONOMER,epoxide hydrolase activity
369,FBGN0032668-MONOMER,N-acetyltransferase activity
370,FBGN0035399-MONOMER,ORF
371,FBGN0017579-MONOMER,structural constituent of ribosome
372,FBGN0031697-MONOMER,HNK-1 sulfotransferase activity
373,FBGN0024897-MONOMER,neuronal pentraxin receptor activity
374,FBGN0039070-MONOMER,ORF
375,FBGN0069093-MONOMER,DNA binding
376,FBGN0022201-MONOMER,kinesin-associated mitochondrial adaptor activity//protein binding
377,FBGN0039735-MONOMER,nucleic acid binding
378,FBGN0027080-MONOMER,tyrosine-tRNA ligase activity
379,FBGN0001305-MONOMER,arylformamidase activity
380,FBGN0039804-MONOMER,ORF
381,FBGN0037648-MONOMER,ORF
382,FBGN0052320-MONOMER,ORF
383,FBGN0011648-MONOMER,"sequence-specific DNA binding//transforming growth factor beta receptor, pathway-specific cytoplasmic mediator activity//DNA binding//specific transcriptional repressor activity//protein binding//RNA polymerase II transcription factor activity//transcription factor activity"
384,FBGN0050043-MONOMER,DNA binding//peptidase activity
385,FBGN0035858-MONOMER,ORF
386,FBGN0024183-MONOMER,mRNA binding
387,FBGN0051205-MONOMER,serine-type endopeptidase activity
388,FBGN0038919-MONOMER,flavin-linked sulfhydryl oxidase activity
389,FBGN0043456-MONOMER,phosphogluconate dehydrogenase (decarboxylating) activity
390,FBGN0037933-MONOMER,heme oxygenase (decyclizing) activity
391,FBGN0030148-MONOMER,"transferase activity, transferring groups other than amino-acyl groups"
392,FBGN0031690-MONOMER,Rab GTPase activator activity
393,FBGN0037003-MONOMER,tetracycline:hydrogen antiporter activity
394,FBGN0015776-MONOMER,sodium:potassium-exchanging ATPase activity
395,FBGN0038647-MONOMER,ORF
396,FBGN0031379-MONOMER,ORF
397,FBGN0033373-MONOMER,NAD+ kinase activity
398,FBGN0036052-MONOMER,ORF
399,FBGN0063923-MONOMER,serine-type endopeptidase inhibitor activity
400,FBGN0053337-MONOMER,acyltransferase activity
401,FBGN0040913-MONOMER,ORF
402,FBGN0085233-MONOMER,ORF
403,FBGN0030492-MONOMER,ORF
404,FBGN0052263-MONOMER,ORF
405,FBGN0034803-MONOMER,ORF
406,FBGN0024179-MONOMER,protein kinase activity
407,FBGN0051065-MONOMER,sodium channel activity
408,FBGN0083940-MONOMER,GTPase activity
409,FBGN0001105-MONOMER,GTPase activity
410,FBGN0001215-MONOMER,nucleotide binding//mRNA binding//nucleic acid binding
411,FBGN0033781-MONOMER,ORF
412,FBGN0031260-MONOMER,signal peptide peptidase activity
413,FBGN0054006-MONOMER,ORF
414,FBGN0034103-MONOMER,oxidoreductase activity//iron ion binding
415,FBGN0020238-MONOMER,diacylglycerol-activated phospholipid-dependent protein kinase C inhibitor activity//protein domain specific binding
416,FBGN0016667-MONOMER,single-stranded DNA binding
417,FBGN0039025-MONOMER,ubiquitin thiolesterase activity
418,FBGN0033408-MONOMER,protein binding
419,FBGN0069938-MONOMER,ORF
420,FBGN0033773-MONOMER,protein serine/threonine kinase activity
421,FBGN0024832-MONOMER,protein binding
422,FBGN0037994-MONOMER,translation initiation factor activity
423,FBGN0020240-MONOMER,endopeptidase inhibitor activity//protein binding//eukaryotic cell surface binding
424,FBGN0086736-MONOMER,protein serine/threonine kinase activity
425,FBGN0033767-MONOMER,ORF
426,FBGN0052043-MONOMER,ORF
427,FBGN0040849-MONOMER,ionotropic glutamate receptor activity
428,FBGN0259111-MONOMER,anion exchanger activity
429,FBGN0034614-MONOMER,ORF
430,FBGN0050093-MONOMER,cytochrome-c oxidase activity
431,FBGN0036762-MONOMER,dihydrolipoyl dehydrogenase activity
432,FBGN0031945-MONOMER,ORF
433,FBGN0029588-MONOMER,ORF
434,FBGN0010296-MONOMER,structural molecule activity
435,FBGN0034742-MONOMER,inorganic diphosphatase activity
436,FBGN0015286-MONOMER,GTPase activity
437,FBGN0010909-MONOMER,protein serine/threonine kinase activity
438,FBGN0030605-MONOMER,NADH dehydrogenase activity
439,FBGN0041191-MONOMER,GTPase activity
440,FBGN0022945-MONOMER,DNA binding
441,FBGN0031094-MONOMER,ORF
442,FBGN0005777-MONOMER,binding//protein serine/threonine phosphatase activity
443,FBGN0035529-MONOMER,"electron carrier activity//2 iron, 2 sulfur cluster binding"
444,FBGN0032707-MONOMER,structural constituent of ribosome//zinc ion binding//nucleic acid binding
445,FBGN0085553-MONOMER,ORF
446,FBGN0035380-MONOMER,ORF
447,FBGN0004780-MONOMER,structural constituent of chitin-based cuticle//structural constituent of chitin-based larval cuticle
448,FBGN0034065-MONOMER,3'-5'-exoribonuclease activity//RNA binding
449,FBGN0052445-MONOMER,aldose 1-epimerase activity
450,FBGN0036958-MONOMER,ORF
451,FBGN0023541-MONOMER,electron carrier activity//heme binding//monooxygenase activity//iron ion binding
452,FBGN0036323-MONOMER,nucleic acid binding//endonuclease activity
453,FBGN0043536-MONOMER,odorant binding
454,FBGN0050271-MONOMER,ORF
455,FBGN0085322-MONOMER,ORF
456,FBGN0039213-MONOMER,GTPase activity
457,FBGN0085254-MONOMER,ORF
458,FBGN0032193-MONOMER,ORF
459,FBGN0034109-MONOMER,peptidyl-prolyl cis-trans isomerase activity
460,FBGN0030616-MONOMER,structural constituent of ribosome
461,FBGN0035934-MONOMER,ion channel activity
462,FBGN0039710-MONOMER,inorganic diphosphatase activity
463,FBGN0052161-MONOMER,ORF
464,FBGN0041247-MONOMER,taste receptor activity
465,FBGN0031923-MONOMER,ORF
466,FBGN0036584-MONOMER,ORF
467,FBGN0038392-MONOMER,ORF
468,FBGN0038760-MONOMER,RNA polymerase II transcription mediator activity
469,FBGN0033702-MONOMER,ORF
470,FBGN0039760-MONOMER,ORF
471,MONOMER54L-9383,4'-phosphopantothenoylcysteine synthetase
472,FBGN0085344-MONOMER,ORF
473,FBGN0036194-MONOMER,ORF
474,FBGN0038488-MONOMER,ORF
475,FBGN0085422-MONOMER,guanyl-nucleotide exchange factor activity
476,FBGN0004381-MONOMER,microtubule motor activity//ATP binding//motor activity
477,FBGN0050033-MONOMER,ORF
478,FBGN0035824-MONOMER,ORF
479,FBGN0030666-MONOMER,ORF
480,FBGN0003062-MONOMER,mRNA binding
481,FBGN0034475-MONOMER,odorant binding
482,FBGN0030940-MONOMER,ORF
483,FBGN0037956-MONOMER,protein binding
484,FBGN0050378-MONOMER,calcium ion binding
485,FBGN0040651-MONOMER,structural constituent of ribosome
486,FBGN0069963-MONOMER,ORF
487,FBGN0053985-MONOMER,chitin binding
488,FBGN0000346-MONOMER,ATPase activity
489,FBGN0038938-MONOMER,secondary active organic cation transmembrane transporter activity
490,FBGN0032834-MONOMER,ORF
491,FBGN0032422-MONOMER,ORF
492,FBGN0033957-MONOMER,ORF
493,FBGN0053995-MONOMER,ORF
494,FBGN0037228-MONOMER,ORF
495,FBGN0015789-MONOMER,GTPase activity
496,FBGN0041210-MONOMER,sugar binding
497,FBGN0259221-MONOMER,phospholipid-translocating ATPase activity
498,FBGN0051126-MONOMER,ORF
499,FBGN0039296-MONOMER,binding
500,FBGN0053193-MONOMER,protein binding
501,FBGN0033482-MONOMER,carbohydrate binding
502,FBGN0003391-MONOMER,beta-catenin binding//cell adhesion molecule binding//protein binding//receptor activity//calcium ion binding
503,FBGN0053500-MONOMER,ORF
504,FBGN0013764-MONOMER,transcription cofactor activity
505,FBGN0015573-MONOMER,carboxylesterase activity
506,FBGN0035189-MONOMER,ORF
507,FBGN0039752-MONOMER,ORF
508,FBGN0033439-MONOMER,trypsin activity
509,FBGN0023196-MONOMER,1-acylglycerol-3-phosphate O-acyltransferase activity
510,FBGN0036787-MONOMER,ORF
511,FBGN0039848-MONOMER,protein-lysine 6-oxidase activity
512,FBGN0031332-MONOMER,catalytic activity
513,FBGN0050017-MONOMER,ORF
514,FBGN0028962-MONOMER,alanine-tRNA ligase activity
515,FBGN0039656-MONOMER,membrane alanyl aminopeptidase activity
